qid,leader,ccode,iso3,country,start_year,end_year,theta,theta_se,theta_inst,theta_cult
Q469415,Ho Chong,732,KOR,South Korea,1960,1960,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q469661,Jayewardene,780,LKA,Sri Lanka,1977,1989,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q470500,Namphy,41,HTI,Haiti,1986,1988,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q470687,Kolisevski,345,SRB,Yugoslavia/Serbia,1980,1980,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q470903,Sher Bahadur Deuba,790,NPL,Nepal,1995,1997,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q471351,Shonekan,475,NGA,Nigeria,1993,1993,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q472593,Acheampong,452,GHA,Ghana,1972,1978,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q473214,Laisenia Qarase,950,FJI,Fiji,2000,2006,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q483128,Chang Do Yong,732,KOR,South Korea,1961,1961,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q485136,Otunbayeva,703,KGZ,Kyrgyzstan,2010,2011,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q497412,Paulo Muwanga,500,UGA,Uganda,1980,1980,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q50997,Limann,452,GHA,Ghana,1979,1981,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q515657,Stevens,451,SLE,Sierra Leone,1968,1985,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q529272,Lamizana,439,BFA,Burkina Faso,1974,1980,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q540230,Lleras Restropo,100,COL,Colombia,1966,1970,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q5448556,Filipe Nyusi,541,MOZ,Mozambique,2015,2015,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q545740,Ochab,290,POL,Poland,1956,1956,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q548636,Oueddei,483,TCD,Chad,1979,1982,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q558515,Nabiyev,702,TJK,Tajikistan,1991,1992,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q558706,Batmonh,712,MNG,Mongolia,1984,1990,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q561542,Moses Zeh Blah,450,LBR,Liberia,2003,2003,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q5639013,al-Abadi,645,IRQ,Iraq,2014,2015,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57315,Salva Kiir,626,SSD,South Sudan,2011,2015,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57363,Rajoelina,580,MDG,Madagascar,2009,2014,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57390,Guelleh,522,DJI,Djibouti,1999,2015,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57392,Guebuza,541,MOZ,Mozambique,2005,2015,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57424,Manuel Serifo Nhamadjo,404,GNB,Guinea-Bissau,2012,2014,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57512,Martelly,41,HTI,Haiti,2011,2014,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57521,Ali Bongo Ondimba,481,GAB,Gabon,2009,2015,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57625,Berisha,339,ALB,Albania,1992,1997,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57673,al-Maliki,645,IRQ,Iraq,2006,2014,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57675,Najib Tun Razak,820,MYS,Malaysia,2009,2015,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57697,Samuel Hinds,110,GUY,Guyana,1997,1997,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q57830,Bainimarama,950,FJI,Fiji,2000,2000,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q589978,Diomidis,350,GRC,Greece,1949,1950,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q5974590,Leon Herrera,94,CRI,Costa Rica,1948,1948,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q59981,Kuwatli,652,SYR,Syria,1955,1958,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q605467,Kebreau,41,HTI,Haiti,1957,1957,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q613051,Kocharian,371,ARM,Armenia,1998,2008,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q627261,Ntare,516,BDI,Burundi,1966,1966,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q628530,Frutos,150,PRY,Paraguay,1948,1948,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q63827,Karmal,700,AFG,Afghanistan,1979,1986,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q659147,Mohammed Ali Salim,620,LBY,Libya,2012,2012,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q6784197,Park Choong Hoon,732,KOR,South Korea,1980,1980,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q69612964,Tsedenbal,712,MNG,Mongolia,1952,1984,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q707178,Magloire,41,HTI,Haiti,1950,1956,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q707209,Kiousopoulos,350,GRC,Greece,1952,1952,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q714042,Seni Pramoj,800,THA,Thailand,1975,1975,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q715042,Correia Seabra,404,GNB,Guinea-Bissau,2003,2003,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q718230,Sekouba Konate,438,GIN,Guinea,2009,2010,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q718234,Akuffo,452,GHA,Ghana,1978,1979,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q718245,Beavogui,438,GIN,Guinea,1984,1984,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q718247,Arosemena Monroy,130,ECU,Ecuador,1961,1963,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q728490,Rodriguez Lara,130,ECU,Ecuador,1972,1976,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q728887,Georgakopoulos,350,GRC,Greece,1958,1958,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q735519,Louis Beel,850,IDN,Indonesia,1948,1949,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q74861,Thanin Kraivichien,800,THA,Thailand,1976,1977,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q81144,Mladenov,355,BGR,Bulgaria,1989,1990,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q878859,Gilles Andriamahazo,580,MDG,Madagascar,1975,1975,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q879116,Peralta Azurdia,90,GTM,Guatemala,1963,1966,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q879311,Mendez Montenegro,90,GTM,Guatemala,1966,1970,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q880056,Castro,91,HND,Honduras,1975,1978,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q880335,Paz Garcia,91,HND,Honduras,1978,1982,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q880729,Guizado,95,PAN,Panama,1955,1955,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q881015,Gonzalez Lopez,90,GTM,Guatemala,1957,1957,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q881211,Paul-Emile de Souza,434,BEN,Benin,1969,1970,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q886490,Natusch Busch,145,BOL,Bolivia,1979,1979,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q887011,Laugerud Garcia,90,GTM,Guatemala,1974,1978,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q887063,Plaza Lasso,130,ECU,Ecuador,1948,1952,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q887328,Castaneda Castro,92,SLV,El Salvador,1945,1948,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q887586,Rodolfo Cordon,92,SLV,El Salvador,1962,1962,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q887593,Filiberto Bonnelly,42,DOM,Dominican Republic,1962,1963,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q887617,Cerezo,90,GTM,Guatemala,1986,1991,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q887685,Arana Osorio,90,GTM,Guatemala,1970,1974,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q887693,Sanchez Hernandez,92,SLV,El Salvador,1967,1972,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q888147,Delgado Chalbaud,101,VEN,Venezuela,1948,1950,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q888255,Molas Lopez,150,PRY,Paraguay,1949,1949,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q888400,Kouandete,434,BEN,Benin,1969,1969,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q888596,Congacou,434,BEN,Benin,1965,1965,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q888703,Guerrero Gutierrez,93,NIC,Nicaragua,1966,1967,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q888818,Fignole,41,HTI,Haiti,1957,1957,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q888828,Sankawulo,450,LBR,Liberia,1995,1996,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q888967,Sindikubwabo,517,RWA,Rwanda,1994,1994,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q959588,Kukrot Pramoj,800,THA,Thailand,1975,1976,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q959614,Kraprayoon,800,THA,Thailand,1992,1992,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q974619,Sanya,800,THA,Thailand,1973,1975,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q981549,Rabuka,950,FJI,Fiji,1987,1987,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q982280,Khalid,770,PAK,Pakistan,1996,1997,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q982335,Pote Sarasin,800,THA,Thailand,1957,1957,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
Q983444,Surya Bahadur Thapa,790,NPL,Nepal,2003,2004,-0.6462252606403461,0.7937454976614846,-0.10092506865298315,-0.23391201615370769
